OrganisationID¬OrganisationCode¬OrganisationName¬MetricName¬Value¬Text
18082¬NLL04¬Launceston General Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18083¬NLL07¬Liskeard Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18085¬NLL09¬Stratton Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18090¬NLL16¬Falmouth Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18093¬NLL19¬Poltair Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18095¬NLL21¬St Mary's Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18102¬NLT02¬North Somerset Community Hospital¬A&E performance¬100.00%¬Patients seen within 4 hours
18102¬NLT02¬North Somerset Community Hospital¬Percentage of patients waiting less than 18 weeks¬99%¬99% of patients waiting less than 18 weeks from referral
18102¬NLT02¬North Somerset Community Hospital¬NHS Improvement patient safety notices¬¬Good - All alerts signed off where deadline has passed
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18142¬NMV01¬Kneesworth House¬Care Quality Commission inspection ratings¬2¬Good
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18143¬NMV02¬Stockton Hall Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18271¬NQ106¬Fryatt Hospital, Harwich¬A&E performance¬100.00%¬Patients seen within 4 hours
18369¬NT225¬Nuffield Health, Leeds Hospital¬Friends and Family Test score: Inpatient¬99%¬Patients recommend this hospital. 81 responses
18369¬NT225¬Nuffield Health, Leeds Hospital¬Friends and Family Test score: Inpatient¬99%¬Patients recommend this hospital. 81 responses
18369¬NT225¬Nuffield Health, Leeds Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
18369¬NT225¬Nuffield Health, Leeds Hospital¬Health Improvement following groin hernia surgery: Generic quality of life questionnaire¬0.119¬Average
18369¬NT225¬Nuffield Health, Leeds Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18369¬NT225¬Nuffield Health, Leeds Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
18370¬NT226¬Nuffield Health, Leicester Hospital¬Care Quality Commission inspection ratings¬2¬Good
18370¬NT226¬Nuffield Health, Leicester Hospital¬Care Quality Commission inspection ratings¬2¬Good
18370¬NT226¬Nuffield Health, Leicester Hospital¬Care Quality Commission inspection ratings¬2¬Good
18370¬NT226¬Nuffield Health, Leicester Hospital¬Choice of breakfast¬1¬Amongst the best
18370¬NT226¬Nuffield Health, Leicester Hospital¬Choice of food¬99.35%¬99.35% Amongst the best
18370¬NT226¬Nuffield Health, Leicester Hospital¬Food available between meals¬1¬
18370¬NT226¬Nuffield Health, Leicester Hospital¬Fresh fruit available¬1¬
18370¬NT226¬Nuffield Health, Leicester Hospital¬Percentage of patients waiting less than 18 weeks¬95%¬95% of patients waiting less than 18 weeks from referral
18370¬NT226¬Nuffield Health, Leicester Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 35 responses
18370¬NT226¬Nuffield Health, Leicester Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 35 responses
18370¬NT226¬Nuffield Health, Leicester Hospital¬Menu approved by dietitian¬1¬
18370¬NT226¬Nuffield Health, Leicester Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
18370¬NT226¬Nuffield Health, Leicester Hospital¬Health Improvement following groin hernia surgery: Generic quality of life questionnaire¬0.083¬Average
18370¬NT226¬Nuffield Health, Leicester Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18370¬NT226¬Nuffield Health, Leicester Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
18370¬NT226¬Nuffield Health, Leicester Hospital¬Quality of food¬98.08%¬98.08% Amongst the best
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Care Quality Commission inspection ratings¬2¬Good
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Care Quality Commission inspection ratings¬2¬Good
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Care Quality Commission inspection ratings¬2¬Good
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Choice of breakfast¬1¬Amongst the best
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Choice of food¬100.00%¬100.00% Amongst the best
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Food available between meals¬1¬
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Fresh fruit available¬1¬
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Percentage of patients waiting less than 18 weeks¬94%¬94% of patients waiting less than 18 weeks from referral
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Friends and Family Test score: Inpatient¬98%¬Patients recommend this hospital. 65 responses
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Friends and Family Test score: Inpatient¬98%¬Patients recommend this hospital. 65 responses
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Menu approved by dietitian¬1¬
18371¬NT229¬Nuffield Health, Newcastle-upon-Tyne Hospital¬Quality of food¬96.15%¬96.15% Amongst the best
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Care Quality Commission inspection ratings¬2¬Good
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Care Quality Commission inspection ratings¬2¬Good
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Care Quality Commission inspection ratings¬2¬Good
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Choice of breakfast¬1¬Amongst the best
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Choice of food¬90.96%¬90.96% Amongst the best
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Food available between meals¬1¬
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Fresh fruit available¬1¬
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 73 responses
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Friends and Family Test score: Inpatient¬97%¬Patients recommend this hospital. 73 responses
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Menu approved by dietitian¬1¬
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
18372¬NT230¬Nuffield Health, North Staffordshire Hospital¬Quality of food¬94.40%¬94.40% Amongst the best
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Care Quality Commission inspection ratings¬3¬Requires Improvement
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Choice of breakfast¬1¬Amongst the best
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Choice of food¬95.03%¬95.03% Amongst the best
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Food available between meals¬1¬
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Fresh fruit available¬2¬
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Friends and Family Test score: Inpatient¬99%¬Patients recommend this hospital. 74 responses
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Friends and Family Test score: Inpatient¬99%¬Patients recommend this hospital. 74 responses
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Menu approved by dietitian¬1¬
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Health Improvement following groin hernia surgery: Generic quality of life questionnaire¬0.101¬Average
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
18373¬NT233¬Nuffield Health, Plymouth Hospital¬Quality of food¬100.00%¬100.00% Amongst the best
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Care Quality Commission inspection ratings¬2¬Good
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Care Quality Commission inspection ratings¬2¬Good
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Care Quality Commission inspection ratings¬2¬Good
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Choice of breakfast¬1¬Amongst the best
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Choice of food¬99.16%¬99.16% Amongst the best
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Food available between meals¬1¬
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Fresh fruit available¬1¬
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Percentage of patients waiting less than 18 weeks¬91%¬91% of patients waiting less than 18 weeks from referral
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 50 responses
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 50 responses
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Menu approved by dietitian¬1¬
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
18374¬NT235¬Nuffield Health, Shrewsbury Hospital¬Quality of food¬98.00%¬98.00% Amongst the best
18375¬NT237¬Nuffield Health, Tees Hospital¬Care Quality Commission inspection ratings¬1¬Outstanding
18375¬NT237¬Nuffield Health, Tees Hospital¬Care Quality Commission inspection ratings¬1¬Outstanding
18375¬NT237¬Nuffield Health, Tees Hospital¬Care Quality Commission inspection ratings¬1¬Outstanding
18375¬NT237¬Nuffield Health, Tees Hospital¬Choice of breakfast¬1¬Amongst the best
18375¬NT237¬Nuffield Health, Tees Hospital¬Choice of food¬94.78%¬94.78% Amongst the best
18375¬NT237¬Nuffield Health, Tees Hospital¬Food available between meals¬2¬
18375¬NT237¬Nuffield Health, Tees Hospital¬Fresh fruit available¬1¬
18375¬NT237¬Nuffield Health, Tees Hospital¬Percentage of patients waiting less than 18 weeks¬100%¬100% of patients waiting less than 18 weeks from referral
18375¬NT237¬Nuffield Health, Tees Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 120 responses
18375¬NT237¬Nuffield Health, Tees Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 120 responses
18375¬NT237¬Nuffield Health, Tees Hospital¬Menu approved by dietitian¬1¬
18375¬NT237¬Nuffield Health, Tees Hospital¬Patients assessed for blood clots¬99.9¬99.9% of patients assessed
18375¬NT237¬Nuffield Health, Tees Hospital¬Health Improvement following groin hernia surgery: Generic quality of life questionnaire¬0.088¬Average
18375¬NT237¬Nuffield Health, Tees Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18375¬NT237¬Nuffield Health, Tees Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬Better than expected
18375¬NT237¬Nuffield Health, Tees Hospital¬Quality of food¬96.29%¬96.29% Amongst the best
18376¬NT238¬Nuffield Health, Taunton Hospital¬Care Quality Commission inspection ratings¬2¬Good
18376¬NT238¬Nuffield Health, Taunton Hospital¬Care Quality Commission inspection ratings¬2¬Good
18376¬NT238¬Nuffield Health, Taunton Hospital¬Care Quality Commission inspection ratings¬2¬Good
18376¬NT238¬Nuffield Health, Taunton Hospital¬Choice of breakfast¬1¬Amongst the best
18376¬NT238¬Nuffield Health, Taunton Hospital¬Choice of food¬93.22%¬93.22% Amongst the best
18376¬NT238¬Nuffield Health, Taunton Hospital¬Food available between meals¬1¬
18376¬NT238¬Nuffield Health, Taunton Hospital¬Fresh fruit available¬1¬
18376¬NT238¬Nuffield Health, Taunton Hospital¬Percentage of patients waiting less than 18 weeks¬88%¬88% of patients waiting less than 18 weeks from referral
18376¬NT238¬Nuffield Health, Taunton Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 20 responses
18376¬NT238¬Nuffield Health, Taunton Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 20 responses
18376¬NT238¬Nuffield Health, Taunton Hospital¬Menu approved by dietitian¬1¬
18376¬NT238¬Nuffield Health, Taunton Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
18376¬NT238¬Nuffield Health, Taunton Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18376¬NT238¬Nuffield Health, Taunton Hospital¬Quality of food¬95.59%¬95.59% Amongst the best
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Care Quality Commission inspection ratings¬2¬Good
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Care Quality Commission inspection ratings¬2¬Good
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Care Quality Commission inspection ratings¬2¬Good
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Choice of breakfast¬1¬Amongst the best
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Choice of food¬87.17%¬87.17% Amongst the best
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Food available between meals¬2¬
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Fresh fruit available¬2¬
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Percentage of patients waiting less than 18 weeks¬98%¬98% of patients waiting less than 18 weeks from referral
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 13 responses
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 13 responses
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Menu approved by dietitian¬1¬
18377¬NT239¬Nuffield Health, Tunbridge Wells Hospital¬Quality of food¬89.85%¬89.85% Amongst the best
18378¬NT241¬Nuffield Health, Woking Hospital¬Care Quality Commission inspection ratings¬2¬Good
18378¬NT241¬Nuffield Health, Woking Hospital¬Care Quality Commission inspection ratings¬2¬Good
18378¬NT241¬Nuffield Health, Woking Hospital¬Care Quality Commission inspection ratings¬2¬Good
18378¬NT241¬Nuffield Health, Woking Hospital¬Choice of breakfast¬1¬Amongst the best
18378¬NT241¬Nuffield Health, Woking Hospital¬Choice of food¬98.54%¬98.54% Amongst the best
18378¬NT241¬Nuffield Health, Woking Hospital¬Food available between meals¬1¬
18378¬NT241¬Nuffield Health, Woking Hospital¬Fresh fruit available¬1¬
18378¬NT241¬Nuffield Health, Woking Hospital¬Percentage of patients waiting less than 18 weeks¬100%¬100% of patients waiting less than 18 weeks from referral
18378¬NT241¬Nuffield Health, Woking Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 25 responses
18378¬NT241¬Nuffield Health, Woking Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 25 responses
18378¬NT241¬Nuffield Health, Woking Hospital¬Menu approved by dietitian¬1¬
18378¬NT241¬Nuffield Health, Woking Hospital¬Quality of food¬97.46%¬97.46% Amongst the best
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Care Quality Commission inspection ratings¬2¬Good
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Care Quality Commission inspection ratings¬2¬Good
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Care Quality Commission inspection ratings¬2¬Good
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Choice of breakfast¬1¬Amongst the best
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Choice of food¬81.93%¬81.93% Amongst the best
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Food available between meals¬1¬
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Fresh fruit available¬2¬
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Percentage of patients waiting less than 18 weeks¬93%¬93% of patients waiting less than 18 weeks from referral
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 56 responses
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Friends and Family Test score: Inpatient¬100%¬Patients recommend this hospital. 56 responses
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Menu approved by dietitian¬1¬
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Patients assessed for blood clots¬100¬100% of patients assessed
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Health Improvement following knee replacement: Condition specific quality of life questionnaire¬¬As expected
18379¬NT242¬Nuffield Health, Wolverhampton Hospital¬Quality of food¬87.67%¬87.67% Amongst the best
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Care Quality Commission inspection ratings¬2¬Good
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Care Quality Commission inspection ratings¬2¬Good
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Care Quality Commission inspection ratings¬2¬Good
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Choice of breakfast¬1¬Amongst the best
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Choice of food¬95.11%¬95.11% Amongst the best
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Food available between meals¬1¬
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Fresh fruit available¬1¬
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Percentage of patients waiting less than 18 weeks¬95%¬95% of patients waiting less than 18 weeks from referral
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Menu approved by dietitian¬1¬
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Patients assessed for blood clots¬100¬100% of patients assessed
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Health Improvement following hip replacement:  Condition specific quality of life questionnaire¬¬As expected
18380¬NT244¬Nuffield Health, The Manor Hospital, Oxford¬Quality of food¬90.36%¬90.36% Amongst the best
